"id","sortNumber","publicAccess","objectNumber","area","areaTC","category","categoryTC","archivalLevel","archivalLevelTC","title","titleTC","displayDate","displayDateTC","beginDate","endDate","dimension","dimensionTC","dimensionElement","dimensionUnit","dimensionWidth","dimensionHeight","dimensionDepth","medium","mediumTC","creditLine","creditLineTC","constituents","constituentsRole","constituentsRoleTC","images","colorPredominant","color-red","color-gray","color-blue","color-black","color-teal","color-brown","color-orange","color-white","color-green","color-yellow","color-pink","color-purple","ArtistGroupsAndMovementsTitle","ArtistGroupsAndMovementsTitleTC","ArtistGroupsAndMovementsDescription","ArtistGroupsAndMovementsDescriptionTC","ArtistGroupsAndMovementsTimeline","ArtistGroupsAndMovementsBeginDate","ArtistGroupsAndMovementsEndDate","ArtistGroupsAndMovementsDisplayDate","ArtistGroupsAndMovementsPublicAccess"
2449,"2012    81",true,"2012.81","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Canna","美人蕉","1998","1998",1998,1998,"overall: 40 × 33 cm","整體︰40 × 33 厘米","overall","cm",33,40,,"oil on stuffed quilting","油彩填芯拼布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[107]","[""Artist""]","[""藝術家""]","[""Oil painting on a fabric pot holder depicting a bright pink and orange banana plant with leafy and flowering branches in the background.""]","[{""color"":""#959795"",""value"":15.7},{""color"":""#959391"",""value"":12.8},{""color"":""#959798"",""value"":12},{""color"":""#949592"",""value"":11.7},{""color"":""#833F4E"",""value"":10.3},{""color"":""#98989A"",""value"":4.4},{""color"":""#402224"",""value"":3.7},{""color"":""#BEAC9D"",""value"":3.5},{""color"":""#486C6F"",""value"":3.3},{""color"":""#720F2F"",""value"":2.7},{""color"":""#979597"",""value"":2.5},{""color"":""#B66E7B"",""value"":2.2},{""color"":""#865C49"",""value"":2.1},{""color"":""#8B8543"",""value"":1.7},{""color"":""#8A764D"",""value"":1.4},{""color"":""#BBA570"",""value"":1.2},{""color"":""#2B251A"",""value"":1.1},{""color"":""#3F3A35"",""value"":1},{""color"":""#B78B77"",""value"":0.9},{""color"":""#7D4063"",""value"":0.8},{""color"":""#7C8042"",""value"":0.7}]",16.7,62.6,0,2.1,3.3,5.9,2.1,0,0,0,2.2,0.8,,,,,,,,,
2450,"2012   915",true,"2012.915","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"The new image of Shanghai today Deport ment ABC","今日上海新形象","1997","1997",1997,1997,"overall (each, closed): 42 × 30.4 cm; overall (each, open): 42 × 59.8 × 1 cm","整體 （各，合上）︰42 × 30.4 厘米; 整體 （各，打開）︰42 × 59.8 × 1 厘米","overall","cm",30.4,42,,"gelatin silver print","銀鹽照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[410]","[""Artist""]","[""藝術家""]","[""Ringed booklet open to a spread where the left-hand page shows an instruction titled “Flight Posture” and the right-hand page is a monochrome photograph. There are three persons, two men, one woman, in the photograph standing in a semi-circle formation — the suited man in the middle gestures with his right hand.""]","[{""color"":""#D8D8DE"",""value"":40.1},{""color"":""#E7E5E5"",""value"":21.5},{""color"":""#E8E6E7"",""value"":16.9},{""color"":""#383437"",""value"":8},{""color"":""#292525"",""value"":4.4},{""color"":""#7C797E"",""value"":4.4}]",0,4.4,2.4,12.5,3.1,0,0,78.5,0,0,0,0,"Shanghai Young Artist Community","上海青年藝術家社群",,,"Artist Groups","1999","2005","1999–2005",true
2451,"2012   731",true,"2012.731","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Untitled","無題","1997","1997",1997,1997,"overall: 180 × 200 × 3.5 cm","整體︰180 × 200 × 3.5 厘米","overall","cm",200,180,3.5,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[342]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas rendered largely in dark tones, depicting a low wall with buildings behind. Tall factory chimneys rise up from the buildings. The painting's edges appear darker.""]","[{""color"":""#292724"",""value"":84.4},{""color"":""#1A191B"",""value"":11.4}]",0,51.3,0,95.7,0,0,0,0,0,0,0,0,,,,,,,,,
2452,"2012    76",true,"2012.76","[""Visual Art""]","[""視覺藝術""]","[""Photography""]","[""攝影""]",,,"Flies","蒼蠅","2001","2001",2001,2001,"overall: 229.4 × 101.1 cm","整體︰229.4 × 101.1 厘米","overall","cm",101.1,229.4,,"gelatin silver print","銀鹽照片","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[103]","[""Artist""]","[""藝術家""]","[""Monochrome photograph of a swarm of dead flies. The work has the appearance of static noise with varying intensities of black and white.""]","[{""color"":""#2C2A2B"",""value"":47.5},{""color"":""#2D2A2A"",""value"":29.8},{""color"":""#7C787B"",""value"":6.4},{""color"":""#C8C8CB"",""value"":5.2},{""color"":""#747171"",""value"":4.7},{""color"":""#88868A"",""value"":3.5}]",0,19.8,0,77.3,0,0,0,0,0,0,0,17.3,,,,,,,,,
2453,"2012   646",true,"2012.646","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Eating","吃","2000","2000",2000,2000,"overall: 199.3 × 199.7 cm","整體︰199.3 × 199.7 厘米","overall","cm",199.7,199.3,,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[312]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas depicting six men in bathing suits standing behind a pile of crabs, backed by a blue sky.""]","[{""color"":""#73AEB2"",""value"":26.9},{""color"":""#C68D6A"",""value"":17.1},{""color"":""#7EB4B3"",""value"":10.9},{""color"":""#CCAC7A"",""value"":10.3},{""color"":""#639DA3"",""value"":4.8},{""color"":""#88573D"",""value"":4.5},{""color"":""#508193"",""value"":3},{""color"":""#D1BFA5"",""value"":2.8},{""color"":""#6EA3B5"",""value"":1.7},{""color"":""#8C3E17"",""value"":1.5},{""color"":""#69A2A0"",""value"":1.5},{""color"":""#ACB544"",""value"":1.4},{""color"":""#BD4E18"",""value"":1.3},{""color"":""#D1D0B8"",""value"":1.3},{""color"":""#8B6F43"",""value"":1.2},{""color"":""#BC881B"",""value"":0.9},{""color"":""#753A41"",""value"":0.8},{""color"":""#3D251F"",""value"":0.8},{""color"":""#312A1B"",""value"":0.8},{""color"":""#92BCBA"",""value"":0.6}]",3,10,0.6,0.8,49.4,7.2,31.1,0,1,2.7,0,0,,,,,,,,,
2454,"2012   793",true,"2012.793","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Youngsters in the Summer","夏天的年青人","1998","1998",1998,1998,"overall: 219 × 179 × 3 cm","整體︰219 × 179 × 3 厘米","overall","cm",179,219,3,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[370]","[""Artist""]","[""藝術家""]","[""Colourful oil painting on canvas depicting a smiling couple in the centre, beneath an arched doorway. Laundry hanging on clotheslines, numerous objects, and vegetables fill the background. A woman is partially visible through the doorway, and the men's shirts blend in with the wall.""]","[{""color"":""#7F4F37"",""value"":11.7},{""color"":""#7D3738"",""value"":8.8},{""color"":""#D0900A"",""value"":7.9},{""color"":""#8E1420"",""value"":7.4},{""color"":""#482F2B"",""value"":5.3},{""color"":""#3F3936"",""value"":4.3},{""color"":""#C04F0D"",""value"":4},{""color"":""#3A373F"",""value"":3.7},{""color"":""#7B5F36"",""value"":3.6},{""color"":""#355B70"",""value"":3.3},{""color"":""#204039"",""value"":3.2},{""color"":""#273D49"",""value"":2.7},{""color"":""#343C3A"",""value"":2.6},{""color"":""#B87353"",""value"":2.4},{""color"":""#443B27"",""value"":1.9},{""color"":""#283E2A"",""value"":1.8},{""color"":""#954019"",""value"":1.8},{""color"":""#2C3547"",""value"":1.6},{""color"":""#0C5272"",""value"":1.5},{""color"":""#746762"",""value"":1.5},{""color"":""#336B5B"",""value"":1.5},{""color"":""#456C3E"",""value"":1.3},{""color"":""#37724A"",""value"":1.1},{""color"":""#936617"",""value"":1.1},{""color"":""#5C7031"",""value"":1.1},{""color"":""#B4261C"",""value"":1},{""color"":""#B45E59"",""value"":1},{""color"":""#346D67"",""value"":0.9},{""color"":""#6A7B6F"",""value"":0.9},{""color"":""#3F5069"",""value"":0.9},{""color"":""#5E606C"",""value"":0.8},{""color"":""#BE904A"",""value"":0.8},{""color"":""#637276"",""value"":0.8},{""color"":""#393F26"",""value"":0.8}]",23.5,4.1,4,13.4,8.9,28.2,8.7,0,4.2,0,0,0.5,,,,,,,,,
2455,"2012  1315",true,"2012.1315","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Red Bat—State Affairs Commentation","紅蝙蝠—指點江山","1996","1996",1996,1996,"overall: 160 × 120 cm","整體︰160 × 120 厘米","overall","cm",120,160,,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[561]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas depicting a reddish brown bat in a black strip, which stretches across the centre of the painting. The upper and bottom parts consist of four vertical sections. Each section features a square with blue mountains and a rectangle with a portrait of Deng Xiaoping in red and yellow tones.""]","[{""color"":""#9B0214"",""value"":29.5},{""color"":""#252322"",""value"":16.3},{""color"":""#905E02"",""value"":10.6},{""color"":""#9B3F1B"",""value"":8.7},{""color"":""#C8800C"",""value"":7.6},{""color"":""#232C39"",""value"":4.6},{""color"":""#B85015"",""value"":3.7},{""color"":""#242428"",""value"":3.6},{""color"":""#3B5B70"",""value"":1.7},{""color"":""#AE1618"",""value"":1.5},{""color"":""#80462F"",""value"":1.3},{""color"":""#2F3535"",""value"":1.3},{""color"":""#6B582E"",""value"":1.3},{""color"":""#2B3B46"",""value"":1.3},{""color"":""#453D24"",""value"":1.2},{""color"":""#528A77"",""value"":1}]",41,1.9,0,27.1,2.7,16.8,7.6,0,0,0,0,0,,,,,,,,,
2456,"2012   973",true,"2012.973","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Visas","簽證","1995","1995",1995,1995,"overall: 150 × 120 × 3 cm","整體︰150 × 120 × 3 厘米","overall","cm",120,150,3,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[445]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas depicting a crying baby. Over the image a handwritten red flowchart leads from the header ‘Passport’ through the phrases ‘Name in full’, ‘sex’ and ‘Date of birth’ to the word ‘Visas’ which is highlighted at the bottom of the canvas.""]","[{""color"":""#DCC753"",""value"":24.7},{""color"":""#BA9C60"",""value"":22.9},{""color"":""#9F8760"",""value"":14.9},{""color"":""#BB9378"",""value"":11},{""color"":""#993733"",""value"":9},{""color"":""#B23C34"",""value"":7},{""color"":""#996F59"",""value"":5.5}]",16,7.3,3.4,2.8,0,20.4,33.9,12,0,24.7,16,0.8,"Political Pop","政治波普",,,"Artist Movements","1988","1999","1988–1999",true
2457,"2012  1421",true,"2012.1421","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"The Painted Skin","畫皮","2000","2000",2000,2000,"overall: 129 × 205.2 × 2 cm","整體︰129 × 205.2 × 2 厘米","overall","cm",205.2,129,2,"acrylic on fabric","塑膠彩、布","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[603]","[""Artist""]","[""藝術家""]","[""Acrylic painting on fabric depicting rectangular and circular outlines, which appear to be filled with text or shapes of different colours. Dark lines on the grey fabric divide it into strips with a dark grey pattern resembling animal skin.""]","[{""color"":""#423A39"",""value"":62.2},{""color"":""#635C59"",""value"":20},{""color"":""#413A3F"",""value"":4.5},{""color"":""#312523"",""value"":2.9},{""color"":""#635C61"",""value"":1.9},{""color"":""#734346"",""value"":1},{""color"":""#64636F"",""value"":0.8},{""color"":""#736548"",""value"":0.8},{""color"":""#647369"",""value"":0.7},{""color"":""#425276"",""value"":0.7}]",1,23.4,0.7,69.6,0,0.8,0,0,0,0,0,13.7,,,,,,,,,
2458,"2012  1079",true,"2012.1079","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Red Wall—Do Not Prolong the Party","紅牆—宴客切勿流連","1992","1992",1992,1992,"overall: 145.8 × 114.5 cm","整體︰145.8 × 114.5 厘米","overall","cm",114.5,145.8,,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[470]","[""Artist""]","[""藝術家""]","[""Oil paining on canvas. Above a red brick wall labelled ‘China’ is an illustrated vignette. An unpainted figure stands in the doorway of a painted man’s home facing a set dining table. A small block of text reads: 'When inviting guests over, do not keep them for too long.'""]","[{""color"":""#C17B25"",""value"":46},{""color"":""#B80F1D"",""value"":34.8},{""color"":""#3B2524"",""value"":3.5},{""color"":""#2D2726"",""value"":2.3},{""color"":""#93111B"",""value"":2.3},{""color"":""#824C2B"",""value"":1.9},{""color"":""#782C2A"",""value"":1.5},{""color"":""#C04240"",""value"":1.5},{""color"":""#995922"",""value"":0.9},{""color"":""#232826"",""value"":0.9}]",40.1,0,0,6.7,0,2.9,46,0,0,0,0,0,"Political Pop","政治波普",,,"Artist Movements","1988","1999","1988–1999",true
2459,"2012   385",true,"2012.385","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Untitled (Lei Feng)","無題(雷鋒)","1997","1997",1997,1997,"overall: 49.9 × 40.5 cm","整體︰49.9 × 40.5 厘米","overall","cm",40.5,49.9,,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[196]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas depicting a child carrying a rifle and wearing a trapper hat with a red star. The child appears like a faded fresco against a flat, ochre background.""]","[{""color"":""#C4964A"",""value"":43.8},{""color"":""#89533E"",""value"":17.8},{""color"":""#7A3E38"",""value"":14.6},{""color"":""#BFB0A7"",""value"":9.8},{""color"":""#B48167"",""value"":4.2},{""color"":""#7A6E69"",""value"":2.9},{""color"":""#4B2A27"",""value"":2}]",34.4,12.7,0,0,0,0,48,0,0,0,3.9,0,,,,,,,,,
2460,"2012   770",true,"2012.770","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Untitled (Mao)","無題 (毛)","1997","1997",1997,1997,"overall: 60 × 50.3 cm","整體︰60 × 50.3 厘米","overall","cm",50.3,60,,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[361]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas rendered in bright green and black tones, depicting a portrait. The person's face looks like corn on the cob, without facial features. The portrait's outline resembles Mao Zedong.""]","[{""color"":""#173431"",""value"":52.9},{""color"":""#064139"",""value"":19.2},{""color"":""#18292B"",""value"":11.4},{""color"":""#086B53"",""value"":7.1},{""color"":""#036456"",""value"":3.4},{""color"":""#438F32"",""value"":1.9}]",0,0,0,64.3,29.7,0,0,0,1.9,0,0,0,,,,,,,,,
2461,"2012   283",true,"2012.283","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Appearance of Crosses 95-19","十示 95-19","1995","約1995年",1995,1995,"overall: 140 × 160 × 3.5 cm","整體︰140 × 160 × 3.5 厘米","overall","cm",160,140,3.5,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[166]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas depicting small dark blue crosses connected by rectangles and arranged in a grid with a tan border.""]","[{""color"":""#C4BBB2"",""value"":28},{""color"":""#847B77"",""value"":19.4},{""color"":""#777C86"",""value"":11.5},{""color"":""#A6AEBA"",""value"":5.6},{""color"":""#C0C0B3"",""value"":5},{""color"":""#7F898F"",""value"":4.4},{""color"":""#494443"",""value"":4.1},{""color"":""#B8C2BB"",""value"":3.5},{""color"":""#AAB4BA"",""value"":3.3},{""color"":""#474448"",""value"":2.3},{""color"":""#7C777B"",""value"":2.3},{""color"":""#B9A384"",""value"":2},{""color"":""#9D8970"",""value"":1.6},{""color"":""#93938A"",""value"":1.5},{""color"":""#667892"",""value"":1.3}]",0,84.4,1.3,6.5,0,1.6,2,0,0,0,0,0,,,,,,,,,
2462,"2012   413",true,"2012.413","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Lighting a Cigarette","點煙","1999","1999",1999,1999,"overall: 189.6 × 149.7 cm","整體︰189.6 × 149.7 厘米","overall","cm",149.7,189.6,,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[207]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas rendered mainly in grey and magenta tones. It resembles a torn photograph of a figure in a sleeveless dress and sneakers. Facing our left, the figure lights a cigarette, seated on an unmade bed with feet on the ground.""]","[{""color"":""#6D4F79"",""value"":29.1},{""color"":""#E2E0DF"",""value"":24.5},{""color"":""#BEB7C7"",""value"":19.4},{""color"":""#E4E4E2"",""value"":11.4},{""color"":""#7B5580"",""value"":4.7},{""color"":""#D3C9D3"",""value"":3.2},{""color"":""#9481A2"",""value"":2.9}]",0,19.4,0,0,0,0,0,39.1,0,0,0,36.7,,,,,,,,,
2463,"2012   339",true,"2012.339","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Romantic Trip—World Park","《浪漫旅程》—世界公園","1997","1997",1997,1997,"overall: 190 × 150 × 3.5 cm","整體︰190 × 150 × 3.5 厘米","overall","cm",150,190,3.5,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[178]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas depicting a woman in a bridal gown, standing behind a man in a blue jacket holding a bouquet of flowers. Colourful balloons fill the green and yellow sky.""]","[{""color"":""#016791"",""value"":10.6},{""color"":""#9C908F"",""value"":10.2},{""color"":""#46843B"",""value"":9.2},{""color"":""#B26382"",""value"":8.6},{""color"":""#044C3C"",""value"":7.6},{""color"":""#B9A0A6"",""value"":6.6},{""color"":""#9F4166"",""value"":6.6},{""color"":""#256C3B"",""value"":4.3},{""color"":""#C5BD5D"",""value"":3.9},{""color"":""#A1B8A1"",""value"":3.7},{""color"":""#759C17"",""value"":3.2},{""color"":""#156137"",""value"":3.1},{""color"":""#0D5A3B"",""value"":2.3},{""color"":""#18171A"",""value"":2.1},{""color"":""#A6B21B"",""value"":2.1},{""color"":""#78897A"",""value"":2},{""color"":""#94898F"",""value"":1.8},{""color"":""#709B38"",""value"":1.8},{""color"":""#9F8F69"",""value"":1.6},{""color"":""#909185"",""value"":1.1},{""color"":""#151414"",""value"":0.9},{""color"":""#991B4C"",""value"":0.9},{""color"":""#90A30D"",""value"":0.7}]",0.9,21.8,11.8,3,20.5,0,1.6,0,26,6,15.2,12.1,,,,,,,,,
2464,"2012  1435",true,"2012.1435","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Mood","心情","1999","1999",1999,1999,"overall: 129.1 × 96.1 cm","整體︰129.1 × 96.1 厘米","overall","cm",96.1,129.1,,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[604]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas with a sketch of a swimming pool in the lower half and a landscape of industrial chimneys, buildings, and mountains in the upper half. A nude figure in grey tones dives into the pool. A red and yellow chair features above the pool on our right.""]","[{""color"":""#B49D81"",""value"":41.6},{""color"":""#95826A"",""value"":26.2},{""color"":""#75695E"",""value"":12.4},{""color"":""#3D3733"",""value"":8},{""color"":""#C1B4A4"",""value"":7.3}]",0,19.7,0,8,0,26.2,41.6,0,0,0,0,0,,,,,,,,,
